question_uid,parliament,session,question_number,question_sitting_day,question_date,question_title,asker_name,asker_riding,number_of_responses
39-1-250,39,1,250,164,2007-06-04,Deh Cho process,Mr. Bevington,Western Arctic,0
39-1-251,39,1,251,164,2007-06-04,Northern residents tax deduction,Mr. Bevington,Western Arctic,0
39-1-252,39,1,252,164,2007-06-04,Women prostitutes,Ms. Davies,Vancouver East,0
39-1-253,39,1,253,164,2007-06-04,Report regarding the Canada Labour Code,Ms. Davies,Vancouver East,0
39-1-254,39,1,254,164,2007-06-04,Safe Injection Site,Ms. Davies,Vancouver East,0
39-1-255,39,1,255,164,2007-06-04,Pesticide residue limits,Mr. Dewar,Ottawa Centre,0
39-1-256,39,1,256,164,2007-06-04,Pay equity cases,Mrs. Mathyssen,London—Fanshawe,0
39-1-257,39,1,257,164,2007-06-04,Government procurement,Mr. Christopherson,Hamilton Centre,0
39-1-258,39,1,258,164,2007-06-04,Government procurement,Mr. Christopherson,Hamilton Centre,0
39-1-259,39,1,259,164,2007-06-04,Genetic Use Restriction Technology,Mr. Atamanenko,British Columbia Southern Interior,0
39-1-260,39,1,260,164,2007-06-04,Federally regulated rail cars,Mr. Pallister,Portage—Lisgar,0
39-1-261,39,1,261,166,2007-06-06,Climate change,Mr. Dewar,Ottawa Centre,0
39-1-262,39,1,262,166,2007-06-06,Mountain Pine Beetle infestation,Mr. Angus,Timmins—James Bay,0
39-1-263,39,1,263,166,2007-06-06,"""Celebrate Canada!"" program",Mr. Angus,Timmins—James Bay,0
39-1-264,39,1,264,167,2007-06-07,Oil spills in British Columbia,Mr. Siksay,Burnaby—Douglas,0
39-1-265,39,1,265,167,2007-06-07,Canadians detained abroad,Mr. Siksay,Burnaby—Douglas,0
39-1-266,39,1,266,167,2007-06-07,Food services in the Canadian Forces,Ms. Black,New Westminster—Coquitlam,0
39-1-267,39,1,267,168,2007-06-08,Manufacturing jobs in Ontario,Mrs. Mathyssen,London—Fanshawe,0
39-1-268,39,1,268,169,2007-06-11,Option Canada,Mr. Duceppe,Laurier—Sainte-Marie,0
39-1-269,39,1,269,169,2007-06-11,Workplace skills programs,Ms. Charlton,Hamilton Mountain,0
39-1-270,39,1,270,169,2007-06-11,Investment Canada Act,Ms. Charlton,Hamilton Mountain,0
39-1-271,39,1,271,169,2007-06-11,Status of Women Canada's Women's Program,Mrs. Mathyssen,London—Fanshawe,0
39-1-272,39,1,272,169,2007-06-11,Economic Development Agency of Canada for the Regions of Quebec,Mr. Proulx,Hull—Aylmer,0
39-1-273,39,1,273,170,2007-06-12,Employment Insurance Act,Mr. Godin,Acadie—Bathurst,0
39-1-274,39,1,274,170,2007-06-12,Office of the Commissioner of Official Languages,Mr. Godin,Acadie—Bathurst,0
39-1-275,39,1,275,170,2007-06-12,Document for Committee Chairs,Mr. Godin,Acadie—Bathurst,0
39-1-276,39,1,276,170,2007-06-12,Employment in the capital region,Mr. Nadeau,Gatineau,0
39-1-277,39,1,277,170,2007-06-12,National Homelessness Initiative and Homelessness Partnership Strategy,Ms. Nash,Parkdale—High Park,0
39-1-278,39,1,278,170,2007-06-12,Sales of federal buildings,Ms. Nash,Parkdale—High Park,0
39-1-279,39,1,279,171,2007-06-13,Nuclear power and Alberta oil sands,Mr. Angus,Timmins—James Bay,0
39-1-280,39,1,280,171,2007-06-13,National Crime Prevention Centre,Mr. Angus,Timmins—James Bay,0
39-1-281,39,1,281,171,2007-06-13,Atlantic Canada Opportunities Agency,Mr. D'Amours,Madawaska—Restigouche,0
39-1-282,39,1,282,172,2007-06-14,Crime prevention programs,Ms. Chow,Trinity—Spadina,0
39-1-283,39,1,283,173,2007-06-15,"Funds, grants, loans and loan guarantees in the constituency of Yukon",Mr. Bagnell,Yukon,0
39-1-284,39,1,284,173,2007-06-15,"Funds, grants, loans and loan guarantees in the constituency of Calgary Southwest",Mr. Bagnell,Yukon,0
39-1-285,39,1,285,173,2007-06-15,Canada Summer Jobs program,Mr. Martin,Sault Ste. Marie,0
39-1-286,39,1,286,173,2007-06-15,Federal funding for Quebec's 400th anniversary,Ms. Davies,Vancouver East,0
39-2-1,39,2,1,3,2007-10-17,RCMP,Mrs. Barnes,London West,1
39-2-2,39,2,2,3,2007-10-17,Border officers,Mrs. Barnes,London West,1
39-2-3,39,2,3,3,2007-10-17,National Crime Prevention Centre,Mrs. Barnes,London West,1
39-2-4,39,2,4,3,2007-10-17,Canadian Firearms Program,Mrs. Barnes,London West,1
39-2-5,39,2,5,3,2007-10-17,Homelessness Partnership Strategy,Mrs. Mathyssen,London—Fanshawe,1
39-2-6,39,2,6,3,2007-10-17,Pay equity cases,Mrs. Mathyssen,London—Fanshawe,1
39-2-7,39,2,7,3,2007-10-17,Manufacturing jobs in Ontario,Mrs. Mathyssen,London—Fanshawe,1
39-2-8,39,2,8,3,2007-10-17,Status of Women Canada's Women's Program,Mrs. Mathyssen,London—Fanshawe,1
39-2-9,39,2,9,3,2007-10-17,Export of bulk water and intra-basin diversions,Ms. Bell,Vancouver Island North,1
39-2-10,39,2,10,3,2007-10-17,Raw log exports,Ms. Bell,Vancouver Island North,1
39-2-11,39,2,11,3,2007-10-17,British Columbia coastline,Ms. Bell,Vancouver Island North,1
39-2-12,39,2,12,3,2007-10-17,National energy strategy,Mr. Bevington,Western Arctic,1
39-2-13,39,2,13,3,2007-10-17,Deh Cho process,Mr. Bevington,Western Arctic,1
39-2-14,39,2,14,3,2007-10-17,Northern residents tax deduction,Mr. Bevington,Western Arctic,1
39-2-15,39,2,15,3,2007-10-17,National Homeless Initiative and Homelessness Partnering Strategy,Ms. Savoie,Victoria,1
39-2-16,39,2,16,3,2007-10-17,Human Resources and Social Development Canada,Ms. Savoie,Victoria,1
39-2-17,39,2,17,3,2007-10-17,Workplace skills programs,Ms. Savoie,Victoria,1
39-2-18,39,2,18,3,2007-10-17,Community Access Program and School Net programs,Ms. Savoie,Victoria,1
39-2-19,39,2,19,3,2007-10-17,Rural mail safety review,Mr. Casey,Cumberland—Colchester—Musquodoboit Valley,1
39-2-20,39,2,20,3,2007-10-17,Economic Development Agency of Canada for the Regions of Quebec,Mr. Proulx,Hull—Aylmer,1
39-2-21,39,2,21,3,2007-10-17,Pesticide residue limits,Mr. Dewar,Ottawa Centre,1
39-2-22,39,2,22,3,2007-10-17,Climate change,Mr. Dewar,Ottawa Centre,1
39-2-23,39,2,23,3,2007-10-17,Nappan Experimental Farm,Mr. Casey,Cumberland—Colchester—Musquodoboit Valley,1
39-2-24,39,2,24,3,2007-10-17,Exit Strategy for Tobacco Farmers,Mr. St. Amand,Brant,1
39-2-25,39,2,25,3,2007-10-17,Funds at the discretion of Ministers of the Crown,Mr. Marston,Hamilton East—Stoney Creek,1
39-2-26,39,2,26,3,2007-10-17,Optional Protocol to the Convention Against Torture,Mr. Marston,Hamilton East—Stoney Creek,1
39-2-27,39,2,27,3,2007-10-17,Emergency disaster relief,Mr. Marston,Hamilton East—Stoney Creek,2
39-2-28,39,2,28,3,2007-10-17,Security and Prosperity Partnership of North America,Mr. Julian,Burnaby—New Westminster,1
39-2-29,39,2,29,3,2007-10-17,Asia-Pacific Gateway and Corridor Initiative,Mr. Julian,Burnaby—New Westminster,1
39-2-30,39,2,30,3,2007-10-17,Specified Persons List,Mr. Julian,Burnaby—New Westminster,1
39-2-31,39,2,31,3,2007-10-17,Government spending in the constituency of Burnaby—New Westminster,Mr. Julian,Burnaby—New Westminster,1
39-2-32,39,2,32,3,2007-10-17,Homelessness Partnering Strategy,Ms. Robillard,Westmount—Ville-Marie,1
39-2-33,39,2,33,3,2007-10-17,"Funds, grants, loans and loan guarantees in the constituency of Yukon",Mr. Bagnell,Yukon,1
39-2-34,39,2,34,3,2007-10-17,"Funds, grants, loans and loan guarantees in the constituency of Calgary Southwest",Mr. Bagnell,Yukon,1
39-2-35,39,2,35,3,2007-10-17,Oil spills in British Columbia,Mr. Siksay,Burnaby—Douglas,1
39-2-36,39,2,36,3,2007-10-17,Canadians detained abroad,Mr. Siksay,Burnaby—Douglas,1
39-2-37,39,2,37,3,2007-10-17,Investment Canada Act,Ms. Charlton,Hamilton Mountain,1
39-2-38,39,2,38,3,2007-10-17,Small Craft Harbours Program,Mr. Thibault,West Nova,1
39-2-39,39,2,39,3,2007-10-17,Sport Utility Vehicles procurement,Mr. Cullen,Skeena—Bulkley Valley,1
39-2-40,39,2,40,3,2007-10-17,Climate change,Mr. Cullen,Skeena—Bulkley Valley,1
39-2-41,39,2,41,3,2007-10-17,Climate change and environmental legislation,Mr. Cullen,Skeena—Bulkley Valley,1
39-2-42,39,2,42,3,2007-10-17,Option Canada,Mr. Duceppe,Laurier—Sainte-Marie,1
39-2-43,39,2,43,3,2007-10-17,Housing conditions of First Nations,Ms. Keeper,Churchill,1
39-2-44,39,2,44,3,2007-10-17,Suicide prevention,Ms. Keeper,Churchill,1
39-2-45,39,2,45,3,2007-10-17,Human papilloma virus vaccine,Ms. Keeper,Churchill,1
39-2-46,39,2,46,3,2007-10-17,RCMP,Ms. Keeper,Churchill,1
39-2-47,39,2,47,3,2007-10-17,Department of Indian and Northern Affairs' spending,Ms. Neville,Winnipeg South Centre,1
39-2-48,39,2,48,3,2007-10-17,National Aboriginal Day,Ms. Neville,Winnipeg South Centre,1
39-2-49,39,2,49,3,2007-10-17,Krill fishery,Ms. Crowder,Nanaimo—Cowichan,1
39-2-50,39,2,50,3,2007-10-17,Commuter rail service,Ms. Crowder,Nanaimo—Cowichan,1
39-2-51,39,2,51,3,2007-10-17,Third Party Management system for First Nations,Ms. Crowder,Nanaimo—Cowichan,1
39-2-52,39,2,52,3,2007-10-17,Aboriginal land claims,Ms. Crowder,Nanaimo—Cowichan,1
39-2-53,39,2,53,3,2007-10-17,Government jobs in the National Capital Region,Mr. Nadeau,Gatineau,1
39-2-54,39,2,54,3,2007-10-17,Employment in the capital region,Mr. Nadeau,Gatineau,1
39-2-55,39,2,55,4,2007-10-18,Barley plebiscite,Mr. Atamanenko,British Columbia Southern Interior,1
39-2-56,39,2,56,4,2007-10-18,Genetic Use Restriction Technology,Mr. Atamanenko,British Columbia Southern Interior,1
39-2-57,39,2,57,4,2007-10-18,Temporary resident visas,Mr. Malhi,Bramalea—Gore—Malton,1
39-2-58,39,2,58,4,2007-10-18,Ministerial travel and hospitality expenses,Mr. Godin,Acadie—Bathurst,1
39-2-59,39,2,59,4,2007-10-18,Employment Insurance Act,Mr. Godin,Acadie—Bathurst,1
39-2-60,39,2,60,4,2007-10-18,Office of the Commissioner of Official Languages,Mr. Godin,Acadie—Bathurst,1
39-2-61,39,2,61,4,2007-10-18,Document for Committee Chairs,Mr. Godin,Acadie—Bathurst,1
39-2-62,39,2,62,4,2007-10-18,Tsawwassen Territory,Mr. Cummins,Delta—Richmond East,1
39-2-63,39,2,63,4,2007-10-18,Roberts Bank port,Mr. Cummins,Delta—Richmond East,1
39-2-64,39,2,64,4,2007-10-18,Fisheries and Oceans Canada,Mr. Cummins,Delta—Richmond East,1
39-2-65,39,2,65,4,2007-10-18,British Columbia coastline,Ms. Bell,Vancouver Island North,1
39-2-66,39,2,66,4,2007-10-18,Adult literacy,Ms. Bell,Vancouver Island North,1
39-2-67,39,2,67,5,2007-10-19,Female prostitutes,Ms. Davies,Vancouver East,1
39-2-68,39,2,68,5,2007-10-19,Report regarding the Canada Labour Code,Ms. Davies,Vancouver East,1
39-2-69,39,2,69,5,2007-10-19,Safe Injection Site,Ms. Davies,Vancouver East,1
39-2-70,39,2,70,5,2007-10-19,Federal funding for Quebec's 400th anniversary,Ms. Davies,Vancouver East,1
39-2-71,39,2,71,6,2007-10-22,Meetings on Afghanistan,Ms. Black,New Westminster—Coquitlam,1
39-2-72,39,2,72,6,2007-10-22,Cormorant Helicopters,Ms. Black,New Westminster—Coquitlam,1
39-2-73,39,2,73,6,2007-10-22,Food services in the Canadian Forces,Ms. Black,New Westminster—Coquitlam,1
39-2-74,39,2,74,6,2007-10-22,Summer Career Placement Program and Canada Summer Jobs program,Mr. Martin,Sault Ste. Marie,1
39-2-75,39,2,75,6,2007-10-22,Federal Economic Development Initiative for Northern Ontario,Mr. Martin,Sault Ste. Marie,1
39-2-76,39,2,76,6,2007-10-22,Lake Superior,Mr. Martin,Sault Ste. Marie,1
39-2-77,39,2,77,6,2007-10-22,Canada Summer Jobs program,Mr. Martin,Sault Ste. Marie,1
39-2-78,39,2,78,7,2007-10-23,Canadian Wildlife Service,Mr. Bagnell,Yukon,1
39-2-79,39,2,79,7,2007-10-23,"Funds, grants, loans and loan guarantees in certain constituencies",Mr. Zed,Saint John,1
39-2-80,39,2,80,7,2007-10-23,Programs and funding,Mr. Silva,Davenport,1
39-2-81,39,2,81,7,2007-10-23,Literacy budget cuts,Mr. Silva,Davenport,1
39-2-82,39,2,82,7,2007-10-23,Emergency and contingency funds,Mr. Silva,Davenport,1
39-2-83,39,2,83,7,2007-10-23,Equal pay,Mr. Silva,Davenport,1
39-2-84,39,2,84,7,2007-10-23,Nuclear power and Alberta oil sands,Mr. Angus,Timmins—James Bay,1
39-2-85,39,2,85,7,2007-10-23,National Crime Prevention Centre,Mr. Angus,Timmins—James Bay,1
39-2-86,39,2,86,7,2007-10-23,Mountain Pine Beetle infestation,Mr. Angus,Timmins—James Bay,1
39-2-87,39,2,87,8,2007-10-24,Summer student programs,Mr. Bell,North Vancouver,1
39-2-88,39,2,88,8,2007-10-24,Income trusts,Mr. Bell,North Vancouver,1
39-2-89,39,2,89,8,2007-10-24,Temporary resident visas,Mr. Bell,North Vancouver,1
39-2-90,39,2,90,8,2007-10-24,Asia-Pacific Gateway and Corridor Initiative,Mr. Bell,North Vancouver,1
39-2-91,39,2,91,8,2007-10-24,"""Celebrate Canada!"" program",Mr. Siksay,Burnaby—Douglas,1
39-2-92,39,2,92,8,2007-10-24,Sudan,Mr. Cotler,Mount Royal,1
39-2-93,39,2,93,8,2007-10-24,Sudan,Mr. Cotler,Mount Royal,1
39-2-94,39,2,94,10,2007-10-26,Correctional facilities,Mr. Angus,Timmins—James Bay,1
39-2-95,39,2,95,10,2007-10-26,Sudan,Mr. Cotler,Mount Royal,1
39-2-96,39,2,96,10,2007-10-26,Iran,Mr. Cotler,Mount Royal,1
39-2-97,39,2,97,11,2007-10-29,Independent Panel on Canada’s Future Role in Afghanistan,Ms. Black,New Westminster—Coquitlam,1
39-2-98,39,2,98,12,2007-10-30,Framework Convention on Climate Change,Mr. Bigras,Rosemont—La Petite-Patrie,1
39-2-99,39,2,99,12,2007-10-30,Non-regulatory laboratories,Mr. Brison,Kings—Hants,1
39-2-100,39,2,100,12,2007-10-30,Atlantic Food and Horticulture Research Centre,Mr. Brison,Kings—Hants,1
39-2-101,39,2,101,12,2007-10-30,Federal textbook tax credit,Mr. Savage,Dartmouth—Cole Harbour,1
39-2-102,39,2,102,12,2007-10-30,Student income tax,Mr. Savage,Dartmouth—Cole Harbour,1
39-2-103,39,2,103,12,2007-10-30,Literacy organizations,Mr. Savage,Dartmouth—Cole Harbour,1
39-2-104,39,2,104,12,2007-10-30,Canada Millennium Scholarship Foundation,Mr. Savage,Dartmouth—Cole Harbour,1
39-2-105,39,2,105,13,2007-10-31,Universal Child Care Benefit,Ms. Chow,Trinity—Spadina,1
39-2-106,39,2,106,13,2007-10-31,Canada’s immigration system,Ms. Chow,Trinity—Spadina,1
39-2-107,39,2,107,13,2007-10-31,Toronto waterfront,Ms. Chow,Trinity—Spadina,1
39-2-108,39,2,108,13,2007-10-31,Crime prevention programs,Ms. Chow,Trinity—Spadina,1
39-2-109,39,2,109,13,2007-10-31,DNA,Mr. Marston,Hamilton East—Stoney Creek,1
39-2-110,39,2,110,14,2007-11-01,Canada Border Services Agency,Mr. Scott,Fredericton,1
39-2-111,39,2,111,14,2007-11-01,Canada–New Brunswick Municipal Rural Infrastructure Fund,Mr. Scott,Fredericton,1
39-2-112,39,2,112,14,2007-11-01,Persons of interest,Mr. Boshcoff,Thunder Bay—Rainy River,1
39-2-113,39,2,113,14,2007-11-01,Programs and funding,Mr. Silva,Davenport,1
39-2-114,39,2,114,14,2007-11-01,Literacy budget cuts,Mr. Silva,Davenport,1
39-2-115,39,2,115,14,2007-11-01,Emergency and contingency funds,Mr. Silva,Davenport,1
39-2-116,39,2,116,14,2007-11-01,Equal pay,Mr. Silva,Davenport,1
39-2-117,39,2,117,15,2007-11-08,Canada Border Services Agency's cost recovery regime,Mr. Cullen,Etobicoke North,1
39-2-118,39,2,118,15,2007-11-08,Canada Border Services Agency's Fairness Initiative,Mr. Cullen,Etobicoke North,1
39-2-119,39,2,119,15,2007-11-08,Federal spending in the constituency of Parkdale—High Park,Ms. Nash,Parkdale—High Park,1
39-2-120,39,2,120,17,2007-11-14,Lower Churchill hydro-electric project,Mr. Russell,Labrador,1
39-2-121,39,2,121,17,2007-11-14,Small Craft Harbours Program,Mr. Russell,Labrador,1
39-2-122,39,2,122,17,2007-11-14,Veterans Affairs Canada's Community Engagement Partnership Fund,Mr. Russell,Labrador,1
39-2-123,39,2,123,17,2007-11-14,Veterans Affairs Canada's Cenotaph/Monument Restoration Program,Mr. Russell,Labrador,1
39-2-124,39,2,124,18,2007-11-15,Department of Human Resources and Skills Development internal reallocation of resources,Mr. Ignatieff,Etobicoke—Lakeshore,1
39-2-125,39,2,125,18,2007-11-15,International development commitments in the Democratic Republic of the Congo,Ms. McDonough,Halifax,1
39-2-126,39,2,126,18,2007-11-15,Depleted uranium weapons,Ms. McDonough,Halifax,1
39-2-127,39,2,127,18,2007-11-15,Government spending in the constituency of Notre-Dame-de-Grâce—Lachine,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
39-2-128,39,2,128,18,2007-11-15,Crime prevention initiatives,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
39-2-129,39,2,129,18,2007-11-15,Moratorium on the use of the death penalty,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
39-2-130,39,2,130,18,2007-11-15,Canadians in prisons abroad,Mrs. Jennings,Notre-Dame-de-Grâce—Lachine,1
39-2-131,39,2,131,18,2007-11-15,Security and Prosperity Partnership of North America,Mr. Cullen,Etobicoke North,1
39-2-132,39,2,132,19,2007-11-16,Employment insurance claims,Mr. Hubbard,Miramichi,1
39-2-133,39,2,133,19,2007-11-16,Canada Shipping Act,Mr. Bevington,Western Arctic,1
39-2-134,39,2,134,19,2007-11-16,Canada Post,Mr. Bélanger,Ottawa—Vanier,1
39-2-135,39,2,135,20,2007-11-19,"Funds, grants, loans and loan guarantees in the constituency of Esquimalt—Juan de Fuca",Mr. Martin,Esquimalt—Juan de Fuca,1
39-2-136,39,2,136,20,2007-11-19,Spadina subway line to York University and to the Vaughan Corporate Centre,Ms. Sgro,York West,1
39-2-137,39,2,137,20,2007-11-19,"Funds, grants, loans and loan guarantees in the constituency of Brampton—Springdale",Ms. Dhalla,Brampton—Springdale,1
39-2-138,39,2,138,21,2007-11-20,Canada’s involvement in Afghanistan,Mr. Duceppe,Laurier—Sainte-Marie,1
39-2-139,39,2,139,21,2007-11-20,"Funds, grants, loans and loan guarantees in the constituency of Yukon",Mr. Bagnell,Yukon,1
39-2-140,39,2,140,21,2007-11-20,"Funds, grants, loans and loan guarantees in the constituency of Calgary Southwest",Mr. Bagnell,Yukon,1
39-2-141,39,2,141,21,2007-11-20,Canadian Wildlife Service,Mr. Bagnell,Yukon,1
39-2-142,39,2,142,22,2007-11-21,"Funds, grants, loans and loan guarantees in the constituency of Egmont",Mr. McGuire,Egmont,1
39-2-143,39,2,143,23,2007-11-22,"Funds, grants, loans and loan guarantees in the constituency of Fredericton",Mr. Scott,Fredericton,1
39-2-144,39,2,144,23,2007-11-22,"Funds, grants, loans and loan guarantees in the constituency of Beauséjour",Mr. LeBlanc,Beauséjour,1
39-2-145,39,2,145,24,2007-11-23,Investigations into the use of a taser device,Mr. Casey,Cumberland—Colchester—Musquodoboit Valley,1
39-2-146,39,2,146,24,2007-11-23,Maher Arar,Mr. Casey,Cumberland—Colchester—Musquodoboit Valley,1
39-2-147,39,2,147,26,2007-11-27,Department of Indian and Northern Affairs' spending,Mr. Boshcoff,Thunder Bay—Rainy River,1
39-2-148,39,2,148,27,2007-11-28,Human Resources Management at Foreign Affairs and International Trade Canada,Mr. Casey,Cumberland—Colchester—Musquodoboit Valley,1
39-2-149,39,2,149,28,2007-11-29,Tax on income trusts calculation,Mr. McCallum,Markham—Unionville,1
39-2-150,39,2,150,30,2007-12-03,Transfers of medical files,Mr. Paquette,Joliette,1
39-2-151,39,2,151,30,2007-12-03,Clean Air and Climate Change Trust Fund,Mr. Murphy,Charlottetown,1
39-2-152,39,2,152,30,2007-12-03,EcoAuto program,Mr. Murphy,Charlottetown,1
39-2-153,39,2,153,30,2007-12-03,United Nations Convention on the Rights of Persons with Disabilities,Ms. McDonough,Halifax,1
39-2-154,39,2,154,31,2007-12-04,Small Craft Harbours Program,Mr. Thibault,West Nova,1
39-2-155,39,2,155,31,2007-12-04,Fisheries allocations to foreign countries,Mr. McGuire,Egmont,1
39-2-156,39,2,156,31,2007-12-04,Pay equity,Ms. Minna,Beaches—East York,1
39-2-157,39,2,157,31,2007-12-04,Sexual harassment in the federal public service,Ms. Minna,Beaches—East York,1
39-2-158,39,2,158,31,2007-12-04,"Funds, grants, loans and loan guarantees in the constituency of Beaches-East York",Ms. Minna,Beaches—East York,1
39-2-159,39,2,159,32,2007-12-05,National roundtables on Corporate Social Responsibility and the Canadian Extractive Industry in Developing Countries,Ms. Bell,Vancouver Island North,1
39-2-160,39,2,160,35,2007-12-10,Old Age Security,Mr. Martin,Sault Ste. Marie,1
39-2-161,39,2,161,35,2007-12-10,Canada Pension Plan,Mr. Martin,Sault Ste. Marie,1
39-2-162,39,2,162,36,2007-12-11,Environment Canada project K2A65-06-0039,Mr. Boshcoff,Thunder Bay—Rainy River,1
39-2-163,39,2,163,37,2007-12-12,Water treatment facilities,Mr. St. Amand,Brant,1
39-2-164,39,2,164,37,2007-12-12,Security and Prosperity Partnership,Mr. Julian,Burnaby—New Westminster,1
39-2-165,39,2,165,37,2007-12-12,Canada Pension Plan contributions,Ms. Charlton,Hamilton Mountain,1
39-2-166,39,2,166,37,2007-12-12,Disability applications under the Canada Pension Plan,Ms. Charlton,Hamilton Mountain,1
